stop_id,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,level_id,platform_code,asw_node_id,asw_stop_id,zone_region_type
U360Z7P,"Malostranská",50.090073,14.409330,"P",,0,,0,,G,360,7,1
U361Z1P,"Malostranské náměstí",50.087978,14.404328,"P",,0,,1,,A,361,1,1
U361Z2P,"Malostranské náměstí",50.088272,14.404480,"P",,0,,1,,B,361,2,1
U362Z1P,"Malovanka",50.085594,14.382504,"P",,0,,1,,A,362,1,1
U362Z2P,"Malovanka",50.085529,14.381648,"P",,0,,1,,B,362,2,1
U362Z3P,"Královka",50.084896,14.380744,"P",,0,,2,,C,362,3,1
U362Z4P,"Královka",50.084854,14.379989,"P",,0,,2,,D,362,4,1
U364Z1P,"Malý Břevnov",50.075909,14.331241,"P",,0,,1,,A,364,1,1
U364Z2P,"Malý Břevnov",50.076359,14.333612,"P",,0,,1,,B,364,2,1
U366Z1P,"Marjánka",50.084538,14.375898,"P",,0,,1,,A,366,1,1
U366Z2P,"Marjánka",50.084538,14.375493,"P",,0,,1,,B,366,2,1
U373Z1P,"Mezi Hřbitovy",50.081657,14.471742,"P",,0,,1,,A,373,1,1
U376Z1P,"Michelská",50.055065,14.453829,"P",,0,,1,,A,376,1,1
U376Z2P,"Michelská",50.055042,14.454101,"P",,0,,1,,B,376,2,1
U385Z11P,"Pankrác",50.050995,14.440292,"P",,0,,1,,F,385,11,1
U385Z12P,"Pankrác",50.050697,14.440431,"P",,0,,1,,G,385,12,1
U387Z1P,"Pobřežní cesta",50.034206,14.407448,"P",,0,,1,,A,387,1,1
U387Z2P,"Pobřežní cesta",50.033604,14.407943,"P",,0,,1,,B,387,2,1
U388Z1P,"Nádraží Modřany",50.004581,14.403307,"P",,0,,1,,A,388,1,1
U388Z2P,"Nádraží Modřany",50.003941,14.403372,"P",,0,,1,,B,388,2,1
U391Z1P,"Vršovické náměstí",50.069157,14.454220,"P",,0,,1,,A,391,1,1
U391Z2P,"Vršovické náměstí",50.069035,14.454879,"P",,0,,1,,B,391,2,1
U394Z1P,"Motol",50.067673,14.336522,"P",,0,,1,,A,394,1,1
U394Z2P,"Motol",50.067715,14.335685,"P",,0,,1,,B,394,2,1
U395Z1P,"Krematorium Motol",50.066227,14.326459,"P",,0,,1,,A,395,1,1
U395Z2P,"Krematorium Motol",50.065933,14.325691,"P",,0,,1,,B,395,2,1
U400Z1P,"Muzeum",50.078838,14.432457,"P",,0,,1,,A,400,1,1
U400Z2P,"Muzeum",50.078758,14.432496,"P",,0,,1,,B,400,2,1
U401Z1P,"Myslíkova",50.078171,14.419049,"P",,0,,1,,A,401,1,1
U401Z2P,"Myslíkova",50.077965,14.417950,"P",,0,,1,,B,401,2,1
U403Z1P,"Na Groši",50.052975,14.524025,"P",,0,,1,,A,403,1,1
U403Z2P,"Na Groši",50.052906,14.523770,"P",,0,,1,,B,403,2,1
U404Z1P,"Na Homoli",50.076324,14.530346,"P",,0,,1,,A,404,1,1
U404Z2P,"Na Homoli",50.076138,14.530669,"P",,0,,1,,B,404,2,1
U433Z1P,"Na Veselí",50.056240,14.441221,"P",,0,,1,,A,433,1,1
U433Z2P,"Na Veselí",50.056580,14.441419,"P",,0,,1,,B,433,2,1
U439Z1P,"Nábřeží Kapitána Jaroše",50.096321,14.431299,"P",,0,,1,,A,439,1,1
U447Z1P,"Nad Trojou",50.120331,14.438882,"P",,0,,2,,A,447,1,1
U447Z2P,"Nad Trojou",50.120377,14.439792,"P",,0,,1,,B,447,2,1
U449Z1P,"Nádraží Braník",50.029251,14.405406,"P",,0,,1,,A,449,1,1
U449Z2P,"Nádraží Braník",50.028763,14.404720,"P",,0,,1,,B,449,2,1
U449Z4P,"Nádraží Braník",50.028759,14.405221,"P",,0,,1,,V,449,4,1
U449Z5P,"Nádraží Braník",50.029118,14.405875,"P",,0,,1,,D,449,5,1
U453Z1P,"Nádraží Hostivař",50.053345,14.536583,"P",,0,,1,,A,453,1,1
U453Z2P,"Nádraží Hostivař",50.053226,14.537609,"P",,0,,1,,V1,453,2,1
U453Z3P,"Nádraží Hostivař",50.053307,14.536634,"P",,0,,2,,B,453,3,1
U453Z4P,"Nádraží Hostivař",50.053242,14.537439,"P",,0,,1,,V2,453,4,1
U458Z1P,"Smíchovské nádraží",50.061462,14.409273,"P",,0,,1,,A,458,1,1
U458Z2P,"Smíchovské nádraží",50.061180,14.409199,"P",,0,,1,,B,458,2,1
U459Z1P,"Staré Strašnice",50.068436,14.492631,"P",,0,,1,,A,459,1,1
U459Z2P,"Staré Strašnice",50.068001,14.493204,"P",,0,,1,,B,459,2,1
U462Z1P,"Nádraží Veleslavín",50.095978,14.348344,"P",,0,,1,,A,462,1,1
U462Z2P,"Nádraží Veleslavín",50.095722,14.346083,"P",,0,,1,,B,462,2,1
U463Z1P,"Nádraží Vršovice",50.066113,14.447584,"P",,0,,1,,A,463,1,1
U463Z2P,"Nádraží Vršovice",50.065994,14.448458,"P",,0,,1,,B,463,2,1
U464Z1P,"Poliklinika Vysočany",50.108974,14.494864,"P",,0,,1,,A,464,1,1
U464Z2P,"Poliklinika Vysočany",50.108864,14.494761,"P",,0,,1,,B,464,2,1
U467Z1P,"Třebenická",50.129536,14.480905,"P",,0,,1,,A,467,1,1
U469Z1P,"Nákladové nádraží Žižkov",50.084972,14.470428,"P",,0,,1,,A,469,1,1
U469Z2P,"Nákladové nádraží Žižkov",50.085629,14.470274,"P",,0,,1,,B,469,2,1
U469Z3P,"Nákladové nádraží Žižkov",50.084141,14.469066,"P",,0,,1,,C,469,3,1
U469Z4P,"Nákladové nádraží Žižkov",50.084187,14.469828,"P",,0,,1,,D,469,4,1
U471Z1P,"Libeňský zámek",50.108311,14.472200,"P",,0,,1,,A,471,1,1
U471Z2P,"Libeňský zámek",50.108589,14.472365,"P",,0,,1,,B,471,2,1
U472Z1P,"Hostivařská",50.052773,14.529498,"P",,0,,1,,A,472,1,1
U472Z2P,"Hostivařská",50.052670,14.530380,"P",,0,,1,,B,472,2,1
U473Z1P,"Kubánské náměstí",50.070885,14.477850,"P",,0,,1,,A,473,1,1
U473Z2P,"Kubánské náměstí",50.070717,14.476859,"P",,0,,1,,B,473,2,1
U473Z3P,"Kubánské náměstí",50.070503,14.477633,"P",,0,,2,,C,473,3,1
U474Z1P,"Vysočanská",50.111504,14.502682,"P",,0,,2,,A,474,1,1
U474Z2P,"Vysočanská",50.111210,14.503456,"P",,0,,2,,B,474,2,1
U474Z3P,"Nádraží Vysočany",50.110325,14.499000,"P",,0,,1,,H,474,3,1
U474Z8P,"Nádraží Vysočany",50.110130,14.499093,"P",,0,,1,,I,474,8,1
U476Z1P,"Náměstí Míru",50.075008,14.435997,"P",,0,,1,,A,476,1,1
U476Z2P,"Náměstí Míru",50.074921,14.436891,"P",,0,,1,,B,476,2,1
U480Z1P,"Náměstí Republiky",50.088783,14.430023,"P",,0,,1,,A,480,1,1
U480Z2P,"Náměstí Republiky",50.088543,14.429256,"P",,0,,1,,B,480,2,1
U480Z3P,"Masarykovo nádraží",50.087685,14.432513,"P",,0,,1,,C,480,3,1
U480Z4P,"Masarykovo nádraží",50.088272,14.432579,"P",,0,,1,,D,480,4,1
U481Z1P,"Švandovo divadlo",50.078484,14.404175,"P",,0,,1,,A,481,1,1
U481Z2P,"Švandovo divadlo",50.077969,14.404121,"P",,0,,1,,B,481,2,1
U482Z1P,"Náměstí Bratří Synků",50.064514,14.440574,"P",,0,,1,,A,482,1,1
U482Z2P,"Náměstí Bratří Synků",50.064121,14.441199,"P",,0,,1,,B,482,2,1
U482Z3P,"Náměstí Bratří Synků",50.064640,14.440682,"P",,0,,2,,C,482,3,1
U482Z4P,"Náměstí Bratří Synků",50.064842,14.441268,"P",,0,,2,,D,482,4,1
U482Z5P,"Otakarova",50.065491,14.440102,"P",,0,,1,,G,482,5,1
U482Z6P,"Otakarova",50.065666,14.440851,"P",,0,,1,,H,482,6,1
U482Z9P,"Náměstí Bratří Synků",50.064610,14.441423,"P",,0,,1,,F,482,9,1
U483Z1P,"Národní divadlo",50.081413,14.414886,"P",,0,,1,,A,483,1,1
U483Z2P,"Národní divadlo",50.081448,14.413723,"P",,0,,1,,B,483,2,1
U483Z5P,"Národní divadlo",50.080391,14.413563,"P",,0,,1,,C,483,5,1
U483Z6P,"Národní divadlo",50.079815,14.413808,"P",,0,,1,,D,483,6,1
U484Z1P,"Vodičkova",50.079659,14.422736,"P",,0,,1,,A,484,1,1
U484Z2P,"Vodičkova",50.080036,14.423432,"P",,0,,1,,B,484,2,1
U499Z1P,"Nový Hloubětín",50.109859,14.528187,"P",,0,,1,,A,499,1,1
U499Z2P,"Nový Hloubětín",50.109291,14.528078,"P",,0,,1,,B,499,2,1
U503Z1P,"Nuselská radnice",50.062870,14.442379,"P",,0,,2,,A,503,1,1
U503Z2P,"Nuselská radnice",50.062862,14.440803,"P",,0,,2,,B,503,2,1
U504Z1P,"Nuselské schody",50.068310,14.435332,"P",,0,,1,,A,504,1,1
U504Z2P,"Nuselské schody",50.068230,14.435752,"P",,0,,1,,B,504,2,1
U507Z1P,"Petřiny",50.088200,14.345180,"P",,0,,1,,A,507,1,1
U507Z2P,"Petřiny",50.088142,14.344635,"P",,0,,1,,B,507,2,1
U508Z1P,"Bohemians",50.066204,14.454185,"P",,0,,1,,A,508,1,1
U508Z2P,"Bohemians",50.066467,14.456394,"P",,0,,1,,B,508,2,1
U509Z3P,"Observatoř Libuš",50.006531,14.446877,"P",,0,,1,,C,509,3,1
U509Z4P,"Observatoř Libuš",50.006382,14.447301,"P",,0,,1,,D,509,4,1
U512Z1P,"Ohrada",50.090591,14.469093,"P",,0,,1,,A,512,1,1
U512Z2P,"Ohrada",50.090672,14.470092,"P",,0,,1,,B,512,2,1
U514Z1P,"Okrouhlická",50.119587,14.460747,"P",,0,,1,,A,514,1,1
U514Z2P,"Okrouhlická",50.119770,14.459915,"P",,0,,1,,B,514,2,1
U515Z1P,"Olšanské hřbitovy",50.078140,14.466456,"P",,0,,1,,A,515,1,1
U515Z2P,"Olšanské hřbitovy",50.078114,14.467348,"P",,0,,1,,B,515,2,1
U515Z4P,"Olšanské hřbitovy",50.077728,14.466932,"P",,0,,2,,D,515,4,1
U515Z6P,"Olšanské hřbitovy",50.077747,14.467354,"P",,0,,2,,F,515,6,1
U515Z14P,"Olšanské hřbitovy",50.077728,14.466932,"P",,0,,2,,D,515,14,1
U516Z1P,"Olšanské náměstí",50.082489,14.457467,"P",,0,,1,,A,516,1,1
U516Z2P,"Olšanské náměstí",50.082451,14.457738,"P",,0,,1,,B,516,2,1
U518Z1P,"Orionka",50.075615,14.459496,"P",,0,,2,,A,518,1,1
U518Z2P,"Orionka",50.075504,14.458950,"P",,0,,1,,B,518,2,1
U519Z1P,"Ořechovka",50.092838,14.379548,"P",,0,,1,,A,519,1,1
U519Z2P,"Ořechovka",50.092915,14.378879,"P",,0,,1,,B,519,2,1
U521Z1P,"Ortenovo náměstí",50.107826,14.447080,"P",,0,,1,,A,521,1,1
U521Z2P,"Ortenovo náměstí",50.107609,14.448573,"P",,0,,1,,B,521,2,1
U522Z1P,"Ostrčilovo náměstí",50.065056,14.425223,"P",,0,,1,,A,522,1,1
U522Z2P,"Ostrčilovo náměstí",50.065071,14.424358,"P",,0,,1,,B,522,2,1
U529Z1P,"Palmovka",50.102474,14.473387,"P",,0,,1,,A,529,1,1
U529Z2P,"Palmovka",50.103764,14.474789,"P",,0,,1,,C,529,2,1
U529Z4P,"Palmovka",50.104504,14.473170,"P",,0,,1,,D,529,4,1
U529Z5P,"Palmovka",50.104317,14.475851,"P",,0,,1,,F,529,5,1
U529Z6P,"Palmovka",50.102005,14.474998,"P",,0,,2,,H,529,6,1
U530Z1P,"Palouček",50.061859,14.437600,"P",,0,,1,,A,530,1,1
U530Z2P,"Palouček",50.061127,14.436819,"P",,0,,1,,B,530,2,1
U531Z1P,"Pohořelec",50.087696,14.388266,"P",,0,,1,,A,531,1,1
U531Z2P,"Pohořelec",50.087898,14.388129,"P",,0,,1,,B,531,2,1
U532Z1P,"Výstaviště",50.104401,14.431912,"P",,0,,2,,A,532,1,1
U532Z2P,"Výstaviště",50.104836,14.432796,"P",,0,,1,,B,532,2,1
U532Z3P,"Výstaviště",50.104118,14.431238,"P",,0,,2,,C,532,3,1
U532Z4P,"Výstaviště",50.104191,14.430720,"P",,0,,2,,D,532,4,1
U533Z3P,"Libuš",50.008667,14.455760,"P",,0,,1,,C,533,3,1
U533Z4P,"Libuš",50.008972,14.455747,"P",,0,,1,,D,533,4,1
U539Z1P,"Národní třída",50.081158,14.419593,"P",,0,,1,,A,539,1,1
U539Z2P,"Národní třída",50.081688,14.419497,"P",,0,,1,,B,539,2,1
U540Z1P,"Perunova",50.075459,14.454484,"P",,0,,1,,A,540,1,1
U540Z2P,"Perunova",50.075386,14.454094,"P",,0,,1,,B,540,2,1
U541Z1P,"Sídliště Petřiny",50.086975,14.339774,"P",,0,,1,,A,541,1,1
U541Z2P,"Sídliště Petřiny",50.086613,14.339738,"P",,0,,1,,B,541,2,1
U541Z4P,"Sídliště Petřiny",50.086662,14.339676,"P",,0,,1,,D,541,4,1
U550Z1P,"Plynárna Michle",50.056549,14.464609,"P",,0,,1,,A,550,1,1
U550Z2P,"Plynárna Michle",50.056503,14.465298,"P",,0,,1,,B,550,2,1
U553Z1P,"Plzeňka",50.063702,14.408817,"P",,0,,1,,A,553,1,1
U553Z2P,"Plzeňka",50.063465,14.408719,"P",,0,,1,,B,553,2,1
U554Z1P,"Dědina",50.089329,14.301905,"P",,0,,1,,A,554,1,1
U554Z2P,"Dědina",50.089928,14.301223,"P",,0,,1,,B,554,2,1
U559Z1P,"Pod Jezerkou",50.058399,14.449987,"P",,0,,1,,A,559,1,1
U559Z2P,"Pod Jezerkou",50.057793,14.450202,"P",,0,,1,,B,559,2,1
U560Z1P,"Pod Karlovem",50.069790,14.432828,"P",,0,,1,,A,560,1,1
U560Z2P,"Pod Karlovem",50.068542,14.432657,"P",,0,,1,,B,560,2,1
U567Z1P,"Hotel Golf",50.068031,14.346667,"P",,0,,1,,A,567,1,1
U567Z2P,"Hotel Golf",50.068100,14.346782,"P",,0,,1,,B,567,2,1
U580Z1P,"Poštovka",50.068550,14.354300,"P",,0,,1,,A,580,1,1
U580Z2P,"Poštovka",50.068462,14.353424,"P",,0,,1,,B,580,2,1
U583Z1P,"Podolská vodárna",50.059887,14.419362,"P",,0,,1,,A,583,1,1
U583Z2P,"Podolská vodárna",50.058414,14.419350,"P",,0,,1,,B,583,2,1
U584Z1P,"Dubečská",50.065495,14.501875,"P",,0,,1,,A,584,1,1
U584Z2P,"Dubečská",50.065220,14.502828,"P",,0,,1,,B,584,2,1
U586Z1P,"Olšanská",50.083424,14.464540,"P",,0,,1,,A,586,1,1
U586Z2P,"Olšanská",50.083477,14.465398,"P",,0,,1,,B,586,2,1
U592Z1P,"Prašný most",50.094910,14.396276,"P",,0,,1,,A,592,1,1
U592Z2P,"Prašný most",50.094730,14.393871,"P",,0,,1,,B,592,2,1
U593Z1P,"Právnická fakulta",50.091705,14.417862,"P",,0,,1,,A,593,1,1
U593Z2P,"Právnická fakulta",50.091251,14.417603,"P",,0,,1,,B,593,2,1
U595Z1P,"Holešovická tržnice",50.098339,14.444301,"P",,0,,1,,A,595,1,1
U595Z2P,"Holešovická tržnice",50.098236,14.445042,"P",,0,,1,,B,595,2,1
U596Z1P,"Obchodní centrum Hostivař",50.053852,14.519171,"P",,0,,1,,A,596,1,1
U596Z2P,"Obchodní centrum Hostivař",50.053871,14.518919,"P",,0,,1,,B,596,2,1
U597Z1P,"Pražského povstání",50.056541,14.434529,"P",,0,,1,,A,597,1,1
U597Z2P,"Pražského povstání",50.056072,14.434892,"P",,0,,1,,B,597,2,1
U598Z1P,"Pražský hrad",50.093315,14.397963,"P",,0,,1,,A,598,1,1
U598Z2P,"Pražský hrad",50.093334,14.398507,"P",,0,,1,,B,598,2,1
U599Z1P,"Na Hroudě",50.070507,14.488700,"P",,0,,1,,A,599,1,1
U599Z2P,"Na Hroudě",50.070000,14.489271,"P",,0,,1,,B,599,2,1
U605Z1P,"Průběžná",50.071434,14.485649,"P",,0,,1,,A,605,1,1
U605Z2P,"Průběžná",50.071594,14.486572,"P",,0,,1,,B,605,2,1
U610Z1P,"Obora Hvězda",50.078270,14.341566,"P",,0,,1,,A,610,1,1
U610Z2P,"Obora Hvězda",50.078106,14.340642,"P",,0,,1,,B,610,2,1
U612Z1P,"Sídliště Řepy",50.065144,14.298904,"P",,0,,1,,A,612,1,1
U612Z2P,"Sídliště Řepy",50.065472,14.298059,"P",,0,,1,,B,612,2,1
U612Z3P,"Sídliště Řepy",50.065174,14.298885,"P",,0,,1,,C,612,3,1
U612Z12P,"Sídliště Řepy",50.065437,14.298032,"P",,0,,1,,L,612,12,1
U614Z1P,"Přístaviště",50.040314,14.409638,"P",,0,,1,,A,614,1,1
U614Z2P,"Přístaviště",50.039738,14.409231,"P",,0,,1,,B,614,2,1
U616Z1P,"Radhošťská",50.077652,14.457279,"P",,0,,1,,A,616,1,1
U616Z2P,"Radhošťská",50.077614,14.457685,"P",,0,,2,,B,616,2,1
U618Z1P,"Radošovická",50.066940,14.496042,"P",,0,,1,,A,618,1,1
U618Z2P,"Radošovická",50.066639,14.496798,"P",,0,,1,,B,618,2,1
U618Z3P,"Radošovická",50.066940,14.494868,"P",,0,,2,,C,618,3,1
U627Z1P,"Ruská",50.071659,14.451273,"P",,0,,1,,A,627,1,1
U627Z2P,"Ruská",50.071228,14.451376,"P",,0,,1,,B,627,2,1
U636Z1P,"Říčanova",50.081448,14.353347,"P",,0,,1,,A,636,1,1
U636Z2P,"Říčanova",50.081326,14.352768,"P",,0,,1,,B,636,2,1
U645Z1P,"Sibeliova",50.092781,14.384204,"P",,0,,1,,A,645,1,1
U645Z2P,"Sibeliova",50.092869,14.383686,"P",,0,,1,,B,645,2,1
U651Z1P,"Sídliště Ďáblice",50.132706,14.479489,"P",,0,,1,,A,651,1,1
U651Z2P,"Sídliště Ďáblice",50.132080,14.479397,"P",,0,,1,,B,651,2,1
U652Z1P,"Sídliště Hloubětín",50.106552,14.542891,"P",,0,,1,,A,652,1,1
U652Z2P,"Sídliště Hloubětín",50.106537,14.543568,"P",,0,,1,,B,652,2,1
U655Z1P,"Invalidovna",50.097874,14.465092,"P",,0,,1,,A,655,1,1
U655Z2P,"Invalidovna",50.098099,14.465915,"P",,0,,1,,B,655,2,1
U659Z3P,"Sídliště Libuš",50.006008,14.453671,"P",,0,,1,,C,659,3,1
U659Z4P,"Sídliště Libuš",50.005928,14.454156,"P",,0,,1,,D,659,4,1
U661Z1P,"Sídliště Na Dědině",50.089775,14.309918,"P",,0,,1,,A,661,1,1
U661Z2P,"Sídliště Na Dědině",50.089649,14.309441,"P",,0,,1,,B,661,2,1
U670Z1P,"Sídliště Zahradní Město",50.057289,14.512601,"P",,0,,1,,A,670,1,1
U670Z2P,"Sídliště Zahradní Město",50.056717,14.513263,"P",,0,,1,,B,670,2,1
U675Z1P,"Kobylisy",50.124683,14.456311,"P",,0,,1,,A,675,1,1
U675Z2P,"Kobylisy",50.124943,14.456691,"P",,0,,1,,B,675,2,1
U676Z1P,"Střelničná",50.125774,14.458662,"P",,0,,1,,A,676,1,1
U676Z2P,"Střelničná",50.125771,14.459195,"P",,0,,1,,B,676,2,1
U680Z1P,"Slavia - Nádraží Eden",50.069553,14.470657,"P",,0,,1,,A,680,1,1
U680Z2P,"Slavia - Nádraží Eden",50.069439,14.470544,"P",,0,,1,,B,680,2,1
U689Z1P,"Florenc",50.091244,14.439114,"P",,0,,1,,A,689,1,1
U689Z2P,"Florenc",50.091427,14.439999,"P",,0,,1,,B,689,2,1
U690Z1P,"Solidarita",50.076889,14.493829,"P",,0,,1,,A,690,1,1
U690Z2P,"Solidarita",50.076881,14.494723,"P",,0,,1,,B,690,2,1
U691Z1P,"Podkovářská",50.102951,14.513454,"P",,0,,1,,A,691,1,1
U691Z2P,"Podkovářská",50.102966,14.514375,"P",,0,,1,,B,691,2,1
U692Z1P,"Sparta",50.099258,14.418600,"P",,0,,1,,A,692,1,1
U692Z2P,"Sparta",50.098988,14.416131,"P",,0,,1,,B,692,2,1
U694Z1P,"Spojovací",50.091843,14.498599,"P",,0,,1,,A,694,1,1
U694Z2P,"Spojovací",50.091507,14.499409,"P",,0,,1,,B,694,2,1
U697Z1P,"Spořilov",50.050941,14.482206,"P",,0,,1,,A,697,1,1
U697Z2P,"Spořilov",50.050560,14.482008,"P",,0,,1,,B,697,2,1
U703Z1P,"Staroměstská",50.088200,14.415323,"P",,0,,1,,A,703,1,1
U703Z2P,"Staroměstská",50.088459,14.415547,"P",,0,,1,,B,703,2,1
U713Z1P,"Strašnická",50.072601,14.490490,"P",,0,,1,,A,713,1,1
U713Z2P,"Strašnická",50.073017,14.491093,"P",,0,,1,,B,713,2,1
U714Z1P,"Strážní",50.092316,14.481536,"P",,0,,1,,A,714,1,1
U714Z2P,"Strážní",50.092190,14.481013,"P",,0,,1,,B,714,2,1
U717Z1P,"Strossmayerovo náměstí",50.098896,14.432893,"P",,0,,1,,A,717,1,1
U717Z2P,"Strossmayerovo náměstí",50.098881,14.433692,"P",,0,,1,,B,717,2,1
U717Z4P,"Strossmayerovo náměstí",50.098644,14.433256,"P",,0,,1,,D,717,4,1
U717Z5P,"Strossmayerovo náměstí",50.099220,14.433219,"P",,0,,1,,C,717,5,1
U718Z1P,"Březiněveská",50.126026,14.457125,"P",,0,,2,,A,718,1,1
U718Z2P,"Březiněveská",50.127033,14.456717,"P",,0,,1,,B,718,2,1
U724Z1P,"Svatoplukova",50.065056,14.428377,"P",,0,,2,,A,724,1,1
U724Z2P,"Svatoplukova",50.065014,14.429001,"P",,0,,1,,B,724,2,1
U734Z1P,"Špejchar",50.097340,14.410297,"P",,0,,1,,A,734,1,1
U734Z2P,"Špejchar",50.097572,14.409677,"P",,0,,1,,B,734,2,1
U739Z1P,"Štěpánská",50.075687,14.422432,"P",,0,,1,,A,739,1,1
U739Z2P,"Štěpánská",50.075600,14.423319,"P",,0,,2,,B,739,2,1
U740Z1P,"Štěpničná",50.127975,14.477281,"P",,0,,2,,A,740,1,1
U740Z2P,"Štěpničná",50.128006,14.477662,"P",,0,,2,,B,740,2,1
U744Z1P,"Šumavská",50.075401,14.444185,"P",,0,,1,,A,744,1,1
U744Z2P,"Šumavská",50.075291,14.443556,"P",,0,,1,,B,744,2,1
U751Z1P,"Teplárna Michle",50.053028,14.474371,"P",,0,,1,,A,751,1,1
U751Z2P,"Teplárna Michle",50.052612,14.474991,"P",,0,,1,,B,751,2,1
U755Z1P,"Nademlejnská",50.103851,14.524666,"P",,0,,1,,A,755,1,1
U755Z2P,"Nademlejnská",50.103832,14.525597,"P",,0,,1,,B,755,2,1
U757Z1P,"Thákurova",50.100105,14.387046,"P",,0,,1,,A,757,1,1
U757Z2P,"Thákurova",50.100109,14.385788,"P",,0,,1,,B,757,2,1
U758Z1P,"Křižíkova",50.094196,14.451775,"P",,0,,1,,A,758,1,1
U758Z2P,"Křižíkova",50.093868,14.451098,"P",,0,,1,,B,758,2,1
U765Z1P,"Trojská",50.116180,14.433118,"P",,0,,1,,A,765,1,1
U765Z2P,"Trojská",50.116756,14.433117,"P",,0,,1,,B,765,2,1
U775Z1P,"U Elektry",50.103462,14.518557,"P",,0,,1,,A,775,1,1
U775Z2P,"U Elektry",50.103474,14.519443,"P",,0,,1,,B,775,2,1
U778Z1P,"U Kaštanu",50.083626,14.363350,"P",,0,,1,,A,778,1,1
U778Z2P,"U Kaštanu",50.083679,14.362874,"P",,0,,1,,B,778,2,1
U779Z1P,"U Kříže",50.112110,14.475318,"P",,0,,1,,A,779,1,1
U779Z2P,"U Kříže",50.112373,14.475762,"P",,0,,1,,B,779,2,1
U805Z1P,"U Zvonu",50.071541,14.387218,"P",,0,,1,,A,805,1,1
U805Z2P,"U Zvonu",50.071636,14.387421,"P",,0,,1,,B,805,2,1
U807Z1P,"Ústřední dílny DP",50.074291,14.532352,"P",,0,,1,,A,807,1,1
U807Z2P,"Ústřední dílny DP",50.074711,14.532234,"P",,0,,1,,B,807,2,1
U807Z3P,"Ústřední dílny DP",50.074657,14.532420,"P",,0,,1,,C,807,3,1
U807Z4P,"Ústřední dílny DP",50.074379,14.532196,"P",,0,,1,,D,807,4,1
U807Z7P,"Ústřední dílny DP",50.074650,14.532946,"P",,0,,0,,G,807,7,1
U807Z8P,"Ústřední dílny DP",50.074379,14.532501,"P",,0,,0,,H,807,8,1
U809Z1P,"Újezd",50.081676,14.404444,"P",,0,,1,,A,809,1,1
U809Z2P,"Újezd",50.080536,14.404652,"P",,0,,2,,B,809,2,1
U809Z4P,"Újezd",50.081249,14.405181,"P",,0,,2,,D,809,4,1
U816Z1P,"Urxova",50.095184,14.456385,"P",,0,,1,,A,816,1,1
U816Z2P,"Urxova",50.095215,14.457097,"P",,0,,1,,B,816,2,1
U827Z3P,"Limuzská",50.077606,14.504980,"P",,0,,1,,C,827,3,1
U827Z4P,"Limuzská",50.077599,14.505917,"P",,0,,1,,D,827,4,1
U837Z1P,"Vozovna Žižkov",50.091682,14.475441,"P",,0,,1,,A,837,1,1
U837Z2P,"Vozovna Žižkov",50.091492,14.474536,"P",,0,,1,,B,837,2,1
U837Z3P,"Vozovna Žižkov",50.091335,14.475183,"P",,0,,2,,C,837,3,1
U841Z1P,"Veletržní palác",50.102245,14.432813,"P",,0,,1,,A,841,1,1
U841Z2P,"Veletržní palác",50.101482,14.433183,"P",,0,,1,,B,841,2,1
U844Z1P,"Větrník",50.089752,14.351194,"P",,0,,1,,A,844,1,1
U844Z2P,"Větrník",50.089771,14.350999,"P",,0,,1,,B,844,2,1
U848Z1P,"Vozovna Strašnice",50.075558,14.489645,"P",,0,,1,,A,848,1,1
U848Z2P,"Vozovna Strašnice",50.075451,14.489814,"P",,0,,1,,B,848,2,1
U849Z1P,"Vinohradské hřbitovy",50.077793,14.479644,"P",,0,,1,,A,849,1,1
U849Z2P,"Vinohradské hřbitovy",50.077667,14.480542,"P",,0,,1,,B,849,2,1
U850Z1P,"Vinohradská tržnice",50.077023,14.442732,"P",,0,,1,,A,850,1,1
U850Z2P,"Vinohradská tržnice",50.077095,14.441361,"P",,0,,1,,B,850,2,1
U851Z1P,"Vinohradská vodárna",50.075439,14.449325,"P",,0,,2,,A,851,1,1
U851Z2P,"Vinohradská vodárna",50.075356,14.450126,"P",,0,,2,,B,851,2,1
U854Z1P,"Karlínské náměstí",50.092751,14.445180,"P",,0,,1,,A,854,1,1
U854Z2P,"Karlínské náměstí",50.092781,14.446132,"P",,0,,1,,B,854,2,1
U858Z1P,"Vojenská nemocnice",50.091736,14.360301,"P",,0,,1,,A,858,1,1
U858Z2P,"Vojenská nemocnice",50.091763,14.359790,"P",,0,,1,,B,858,2,1
U861Z1P,"Vosmíkových",50.114388,14.473574,"P",,0,,1,,A,861,1,1
U861Z2P,"Vosmíkových",50.114330,14.472973,"P",,0,,1,,B,861,2,1
U864Z1P,"Vozovna Kobylisy",50.132809,14.453547,"P",,0,,1,,A,864,1,1
U864Z2P,"Vozovna Kobylisy",50.132740,14.454076,"P",,0,,1,,B,864,2,1
U864Z3P,"Vozovna Kobylisy",50.132793,14.453643,"P",,0,,1,,C,864,3,1
U864Z4P,"Vozovna Kobylisy",50.132336,14.453592,"P",,0,,2,,D,864,4,1
U864Z5P,"Vozovna Kobylisy",50.131943,14.453632,"P",,0,,2,,E,864,5,1
U865Z1P,"Vozovna Motol",50.067856,14.341458,"P",,0,,1,,A,865,1,1
U865Z2P,"Vozovna Motol",50.067863,14.340386,"P",,0,,1,,B,865,2,1
